record,date,time,vibration_mm_sec
85,2025-06-01,08:00:00,2.3
86,2025-06-01,08:05:00,2.2
87,2025-06-01,08:10:00,2.71
88,2025-06-01,08:15:00,2.54
89,2025-06-01,08:20:00,2.0
90,2025-06-01,08:25:00,2.7
91,2025-06-01,08:30:00,2.09
92,2025-06-01,08:35:00,2.06
93,2025-06-01,08:40:00,2.36
94,2025-06-01,08:45:00,2.27
95,2025-06-01,08:50:00,2.47
96,2025-06-01,08:55:00,2.16
97,2025-06-01,09:00:00,2.34
98,2025-06-01,09:05:00,2.1
99,2025-06-01,09:10:00,2.46
100,2025-06-01,09:15:00,2.0
101,2025-06-01,09:20:00,2.11
102,2025-06-01,09:25:00,2.54
103,2025-06-01,09:30:00,2.33
104,2025-06-01,09:35:00,2.56
105,2025-06-01,09:40:00,2.13
106,2025-06-01,09:45:00,2.64
107,2025-06-01,09:50:00,2.01
108,2025-06-01,09:55:00,2.71
109,2025-06-01,10:00:00,2.64
110,2025-06-01,10:05:00,2.51
111,2025-06-01,10:10:00,2.5
112,2025-06-01,10:15:00,2.02
113,2025-06-01,10:20:00,2.39
114,2025-06-01,10:25:00,2.17
115,2025-06-01,10:30:00,2.39
116,2025-06-01,10:35:00,2.23
117,2025-06-01,10:40:00,2.55
118,2025-06-01,10:45:00,2.34
119,2025-06-01,10:50:00,2.63
120,2025-06-01,10:55:00,2.11
121,2025-06-01,11:00:00,2.15
122,2025-06-01,11:05:00,2.46
123,2025-06-01,11:10:00,2.64
124,2025-06-01,11:15:00,2.69
125,2025-06-01,11:20:00,2.27
126,2025-06-01,11:25:00,2.14
127,2025-06-01,11:30:00,2.74
128,2025-06-01,11:35:00,2.46
129,2025-06-01,11:40:00,2.32
130,2025-06-01,11:45:00,2.51
131,2025-06-01,11:50:00,2.51
132,2025-06-01,11:55:00,2.07
133,2025-06-01,12:00:00,2.74
134,2025-06-01,12:05:00,2.04
135,2025-06-01,12:10:00,2.39
136,2025-06-01,12:15:00,2.09
137,2025-06-01,12:20:00,2.22
138,2025-06-01,12:25:00,2.09
139,2025-06-01,12:30:00,2.05
140,2025-06-01,12:35:00,2.77
141,2025-06-01,12:40:00,2.57
142,2025-06-01,12:45:00,2.17
143,2025-06-01,12:50:00,2.26
144,2025-06-01,12:55:00,2.11
145,2025-06-01,13:00:00,2.27
146,2025-06-01,13:05:00,2.12
147,2025-06-01,13:10:00,2.49
148,2025-06-01,13:15:00,2.03
149,2025-06-01,13:20:00,2.33
150,2025-06-01,13:25:00,2.71
151,2025-06-01,13:30:00,2.18
152,2025-06-01,13:35:00,2.45
153,2025-06-01,13:40:00,2.77
154,2025-06-01,13:45:00,2.37
155,2025-06-01,13:50:00,2.73
156,2025-06-01,13:55:00,2.6
157,2025-06-01,14:00:00,2.37
158,2025-06-01,14:05:00,2.52
159,2025-06-01,14:10:00,2.53
160,2025-06-01,14:15:00,2.01
161,2025-06-01,14:20:00,2.11
162,2025-06-01,14:25:00,2.48
163,2025-06-01,14:30:00,2.72
164,2025-06-01,14:35:00,2.77
165,2025-06-01,14:40:00,2.63
166,2025-06-01,14:45:00,2.74
167,2025-06-01,14:50:00,2.62
168,2025-06-01,14:55:00,2.14
169,2025-06-01,15:00:00,2.28
170,2025-06-01,15:05:00,2.04
171,2025-06-01,15:10:00,2.42
172,2025-06-01,15:15:00,2.17
173,2025-06-01,15:20:00,2.01
174,2025-06-01,15:25:00,2.72
175,2025-06-01,15:30:00,2.67
176,2025-06-01,15:35:00,2.47
177,2025-06-01,15:40:00,2.67
178,2025-06-01,15:45:00,2.62
179,2025-06-01,15:50:00,2.12
180,2025-06-01,15:55:00,2.6
181,2025-06-01,16:00:00,2.44
182,2025-06-01,16:05:00,2.3
183,2025-06-01,16:10:00,2.15
184,2025-06-01,16:15:00,2.19
185,2025-06-01,16:20:00,2.63
186,2025-06-01,16:25:00,2.56
187,2025-06-01,16:30:00,2.7
188,2025-06-01,16:35:00,2.16
189,2025-06-01,16:40:00,2.2
190,2025-06-01,16:45:00,2.11
191,2025-06-01,16:50:00,2.42
192,2025-06-01,16:55:00,2.05
193,2025-06-01,17:00:00,2.04
194,2025-06-01,17:05:00,2.05
195,2025-06-01,17:10:00,2.67
196,2025-06-01,17:15:00,2.62
197,2025-06-01,17:20:00,2.78
198,2025-06-01,17:25:00,2.66
199,2025-06-01,17:30:00,2.28
200,2025-06-01,17:35:00,2.18
201,2025-06-01,17:40:00,2.56
202,2025-06-01,17:45:00,2.28
203,2025-06-01,17:50:00,2.57
204,2025-06-01,17:55:00,2.05
205,2025-06-01,18:00:00,2.56
206,2025-06-01,18:05:00,2.63
207,2025-06-01,18:10:00,2.25
208,2025-06-01,18:15:00,2.1
209,2025-06-01,18:20:00,2.28
210,2025-06-01,18:25:00,2.11
211,2025-06-01,18:30:00,2.1
212,2025-06-01,18:35:00,2.03
213,2025-06-01,18:40:00,2.14
214,2025-06-01,18:45:00,2.66
215,2025-06-01,18:50:00,2.74
216,2025-06-01,18:55:00,2.78
217,2025-06-01,19:00:00,2.1
218,2025-06-01,19:05:00,2.02
219,2025-06-01,19:10:00,2.74
220,2025-06-01,19:15:00,2.08
221,2025-06-01,19:20:00,2.37
222,2025-06-01,19:25:00,2.48
223,2025-06-01,19:30:00,2.38
224,2025-06-01,19:35:00,2.11
225,2025-06-01,19:40:00,2.79
226,2025-06-01,19:45:00,2.14
227,2025-06-01,19:50:00,2.11
228,2025-06-01,19:55:00,2.43
229,2025-06-01,20:00:00,2.33
230,2025-06-01,20:05:00,2.22
231,2025-06-01,20:10:00,2.56
232,2025-06-01,20:15:00,2.62
233,2025-06-01,20:20:00,2.24
234,2025-06-01,20:25:00,2.75
235,2025-06-01,20:30:00,2.09
236,2025-06-01,20:35:00,2.46
237,2025-06-01,20:40:00,2.58
238,2025-06-01,20:45:00,2.33
239,2025-06-01,20:50:00,2.6
240,2025-06-01,20:55:00,2.56
241,2025-06-01,21:00:00,2.67
242,2025-06-01,21:05:00,2.51
243,2025-06-01,21:10:00,2.7
244,2025-06-01,21:15:00,2.46
245,2025-06-01,21:20:00,2.72
246,2025-06-01,21:25:00,2.0
247,2025-06-01,21:30:00,2.57
248,2025-06-01,21:35:00,2.32
249,2025-06-01,21:40:00,2.16
250,2025-06-01,21:45:00,2.37
251,2025-06-01,21:50:00,2.06
252,2025-06-01,21:55:00,2.58
253,2025-06-01,22:00:00,2.74
254,2025-06-01,22:05:00,2.19
255,2025-06-01,22:10:00,2.32
256,2025-06-01,22:15:00,2.57
257,2025-06-01,22:20:00,2.68
258,2025-06-01,22:25:00,2.38
259,2025-06-01,22:30:00,2.1
260,2025-06-01,22:35:00,2.04
261,2025-06-01,22:40:00,2.06
262,2025-06-01,22:45:00,2.45
263,2025-06-01,22:50:00,2.73
264,2025-06-01,22:55:00,2.13
265,2025-06-01,23:00:00,2.37
266,2025-06-01,23:05:00,2.38
267,2025-06-01,23:10:00,2.73
268,2025-06-01,23:15:00,2.52
269,2025-06-01,23:20:00,2.02
270,2025-06-01,23:25:00,2.35
271,2025-06-01,23:30:00,2.52
272,2025-06-01,23:35:00,2.06
273,2025-06-01,23:40:00,2.56
274,2025-06-01,23:45:00,2.5
275,2025-06-01,23:50:00,2.33
276,2025-06-01,23:55:00,2.12
277,2025-06-02,00:00:00,2.66
278,2025-06-02,00:05:00,2.71
279,2025-06-02,00:10:00,2.31
280,2025-06-02,00:15:00,2.7
281,2025-06-02,00:20:00,2.08
282,2025-06-02,00:25:00,2.04
283,2025-06-02,00:30:00,2.55
284,2025-06-02,00:35:00,2.49
285,2025-06-02,00:40:00,2.02
286,2025-06-02,00:45:00,2.11
287,2025-06-02,00:50:00,2.33
288,2025-06-02,00:55:00,2.31
